"Carimbo de data/hora","Em qual instituição você está fazendo pós graduação?","Se você estuda na UFPR, em qual setor você está inserido?  ","Qual sua atividade atual na sua universidade (relacionada à presença nesta disciplina)?","Em qual grande área do conhecimento sua pesquisa está inserida hoje?","Em qual ano você concluiu sua graduação?","Em qual instituição você concluiu sua graduação? (Responda com a sigla da instituição)","De quais programas de graduação você participou?","Se você já concluiu o mestrado, qual o ano de início do mestrado?","Qual o ano de conclusão do seu mestrado?","Em qual instituição você fez seu mestrado?","Quantos artigos (com qualis) você já publicou?","Você é bolsista remunerado de algum programa? Qual?","Quantas disciplinas de Estatística você cursou na graduação?","Quantas disciplinas de Estatística você cursou na pós-graduação (mestrado + doutorado)? ","Já utilizou algum software com funcionalidades estatísticas?","Qual(is) software(s) com funcionalidades estatísticas você usa ou já usou?","Você vai utilizar métodos estatísticos na sua Pós-Graduação/Pesquisa?","Qual a importância que você atribui à Estatística no seu trabalho de Pós-Graduação/Pesquisa? ","Se você está fazendo Pós-Graduação, qual a sua principal expectativa após a conclusão?","Como tomou conhecimento da Disciplina Transversal?","Após se matricular no SIGA, você assistiu alguma aula do ano anterior da Disciplina no YouTube? ","Tem/teve contato ou conhecimento sobre os professores coordenadores da disciplina?","Tem/teve contato ou conhecimento sobre o(s) prof(s). colaboradores da disciplina?","Você cursou o ensino médio em escola pública ou particular?","Você cursou ensino médio tradicional ou profissionalizante?","Qual o seu sexo?","Qual a sua altura?","Qual o seu peso?","Qual a data do seu nascimento?","Qual das seguintes categorias descreve melhor sua situação de emprego?","Com quem você mora?","Quantos irmãos você tem?","Qual a sua origem?","Qual seu meio de transporte predominante que utilizava ou utilizaria para Universidade em atividades presenciais?","Em média, quanto tempo você demorava ou demoraria para chegar a Universidade?","Em média, quantas vezes você usa táxi/aplicativo de transporte durante o mês?","Possui animal de estimação?","Toca algum instrumento musical?","De quais redes sociais você participa?","Você pratica atividade física regularmente?","Quantas vezes por semana você se exercita?","Qual atividade você pratica?","Quantos anos você acha que a pessoa da foto abaixo tem?","Observe as figuras abaixo. Uma delas se chama ""Bouba"" e a outra ""Kiki"". Quem é quem?",
"22/03/2022 15:38:36","UFPR","SD - Saúde","Mestrado Acadêmico","Ciências Biológicas",2011,"UFPR","Projeto de extensão",,2023,,1,"Não",1,1,"Não","SPSS","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",166,63,"31/08/1989","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",1,"Outro Estado","A pé",20,1,"Cachorro","Não toco nenhum instrumento","Facebook, Instagram","Sim",3,"Musculação",25,"A da esquerda se chama Bouba, a da direita se chama Kiki.",25
"22/03/2022 15:46:38","UFPR","AG - Agrárias","Mestrado Acadêmico","Ciências Biológicas",2019,"UFOPA","Iniciação científica, Monitoria",,,,1,"CNPQ",2,0,"Sim","Excel ou similares, Matlab","Certamente sim",10,"Conseguir um emprego.","Por colegas","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",164,40,"06/09/1992","Bolsista em tempo integral","Com os pais",3,"Outro Estado","Transporte público",30,3,"Cachorro","Não toco nenhum instrumento","Instagram","Sim",3,"Musculação",28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",24
"22/03/2022 16:01:04","UFPR","BL - Ciências Biológiccas","Mestrado Acadêmico","Ciências Biológicas",2009,"FASI","Não participei",,,,0,"Não",2,0,"Não","Excel ou similares","Certamente sim",10,"Aumento salarial e oportunidades mais promissoras.","Pelo(a)  orientador(a)","Não","Não","Não","Parte em escola pública, parte em particular","Ensino médio tradicional","Masculino",174,85,"01/10/1987","Trabalho com carteira assinada/Vínculo Formal","Sozinho",1,"Outro Estado","Transporte público",50,10,"Não possuo","Não toco nenhum instrumento","Twitter, Instagram, Linkedin","Sim",5,"Corrida, Futebol",27,"A da esquerda se chama Kiki, a da direita se chama Bouba.",25
"22/03/2022 16:12:06","UFPR","SP - Palotina","Mestrado Acadêmico","Ciências Biológicas",2011,"PUCPR","Monitoria",,,,2,"Não",1,0,"Sim","Excel ou similares, Stata","Certamente sim",10,"Aumento salarial e oportunidades mais promissoras.","Pelo(a)  orientador(a)","Não","Sim","Sim","Totalmente em escola particular","Ensino médio tradicional","Masculino",166,68,"26/07/1987","Trabalho com carteira assinada/Vínculo Formal","Sozinho",2,"Curitiba","Carona com amigos",60,3,"Cachorro","Violão, Teclado","Facebook, Twitter, Instagram, Linkedin","Sim",2,"Judo",28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",35
"22/03/2022 16:12:37","UEPG",,"Mestrado Acadêmico","Ciências Biológicas",2016,"UnP","Não participei",2021,2023,"UEPG",5,"Não",1,0,"Não","Nunca usei","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",160,51,"12/08/1990","Trabalho com carteira assinada/Vínculo Formal","Com os pais",1,"Outro Estado","Transporte público",20,0,"Cachorro","Não toco nenhum instrumento","Facebook, Instagram","Não",0,"Nenhuma",27,"A da esquerda se chama Bouba, a da direita se chama Kiki.",16
"22/03/2022 16:14:34","UEPG",,"Mestrado Acadêmico","Ciências Biológicas",2021,"UNIF","Projeto de extensão",,2023,"UEPG",0,"CAPES",1,0,"Não","Nunca usei","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Masculino",162,70,"29/01/1991","Bolsista em tempo integral","Sozinho",0,"Outro País","A pé",5,6,"Não possuo","Violão","Facebook, Instagram, Linkedin","Sim",3,"Corrida, Futebol",42,"A da esquerda se chama Bouba, a da direita se chama Kiki.",46
"22/03/2022 16:31:47","UFPR","BL - Ciências Biológiccas","Mestrado Acadêmico","Ciências Biológicas",2019,"UEL","Monitoria",,,,0,"CNPQ",1,0,"Sim","Excel ou similares","Certamente sim",7,"Conseguir um emprego.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",172,70,"23/05/1997","Bolsista em tempo integral","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",2,"Interior do Paraná","Transporte público",70,2,"Não possuo","Não toco nenhum instrumento","Facebook, Twitter, Instagram, Linkedin, Outras","Não",3,"Caminhada",29,"A da esquerda se chama Kiki, a da direita se chama Bouba.",30
"22/03/2022 16:44:11","UFPR","BL - Ciências Biológiccas","Mestrado Acadêmico","Ciências Biológicas",2021,"UEPG","Iniciação científica, Projeto de extensão",,,,0,"CAPES",1,0,"Sim","Excel ou similares","Certamente sim",10,"Continuar com a pesquisa, conseguir um emprego e/ou seguir para o doutorado","Email institucional da SuCom (Superintendência de Comunicação e Marketing)","Não","Não","Não","Totalmente em escola pública","Ensino médio profissionalizante (técnico)","Feminino",168,59,"20/09/1996","Bolsista em tempo integral","Com amigos",2,"Interior do Paraná","Bicicleta",10,0,"Não possuo","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Sim",5,"Caminhada",30,"A da esquerda se chama Kiki, a da direita se chama Bouba.",31
"22/03/2022 16:48:45","UFPR","AG - Agrárias","Mestrado Acadêmico","Ciências Biológicas",2007,"PUCPR","Monitoria",,,,0,"Não",1,2,"Não","Nunca usei","Não sei ainda",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",162,80,"06/04/1984","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",2,"Curitiba","Carro/moto próprio",40,0,"Cachorro, Gato","Não toco nenhum instrumento","Facebook, Instagram","Sim",5,"crossfit ",25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",33
"22/03/2022 16:54:47","UEPG",,"Mestrado Acadêmico","Ciências Biológicas",2021,"UNIF","Projeto de extensão",,2023,"UEPG",0,"CAPES",1,0,"Não","Nunca usei","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Masculino",162,70,"29/01/1991","Bolsista em tempo integral","Sozinho",0,"Outro País","A pé",5,6,"Não possuo","Violão","Facebook, Instagram, Linkedin","Sim",3,"Corrida, Futebol",42,"A da esquerda se chama Bouba, a da direita se chama Kiki.",46
"22/03/2022 17:36:19","UFPR","BL - Ciências Biológiccas","Mestrado Acadêmico","Ciências Biológicas",2018,"PUCPR","Iniciação científica",,,,0,"Não",1,0,"Sim","Assistat ","Certamente sim",10,"Aumento salarial e oportunidades mais promissoras.","Por colegas","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Masculino",178,88,"22/07/1989","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",2,"Interior do Paraná","Carro/moto próprio",20,1,"Cachorro","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Sim",2,"Caminhada",25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
"22/03/2022 17:45:16","UFPR","AG - Agrárias","Mestrado Acadêmico","Ciências Biológicas",2021,"UEL","Iniciação científica, Monitoria, Projeto de extensão",,2022,"UFPR",0,"CNPQ",1,1,"Sim","Sisvar","Certamente sim",10,"Conseguir um emprego.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",157,80,"26/09/1995","Bolsista em tempo integral","Com amigos",1,"Interior do Paraná","Carro/moto próprio",15,0,"Não possuo","Não toco nenhum instrumento, Flauta","Facebook, Twitter, Google+, Instagram, Linkedin, Outras","Sim",1,"Caminhada, Musculação",20,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
"22/03/2022 18:12:56","UFPR","SD - Saúde","Mestrado Acadêmico","Ciências Biológicas",2016,"UFMG","Iniciação científica, Monitoria, Projeto de extensão",,,,6,"Não",1,0,"Não","Nunca usei","Certamente sim",6,"Conseguir um emprego.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",153,47,"18/07/1991","Autônoma","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",1,"Outro Estado","A pé",5,12,"Não possuo","Não toco nenhum instrumento","Instagram","Sim",2,"Musculação",26,"A da esquerda se chama Kiki, a da direita se chama Bouba.",33
"22/03/2022 18:27:51","UFPR","SL - Litoral","Mestrado Acadêmico","Ciências Biológicas",2021,"UEPG","Iniciação científica, Projeto de extensão",,,,1,"CAPES",1,0,"Sim","R, Excel ou similares","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Email institucional da SuCom (Superintendência de Comunicação e Marketing)","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",160,68,"28/01/2000","Bolsista em tempo integral","Com amigos",1,"Interior do Paraná","Bicicleta",5,5,"Gato","Não toco nenhum instrumento","Instagram, Linkedin","Sim",3,"Yoga",23,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
"22/03/2022 18:30:22","UTFPR",,"Mestrado Acadêmico","Ciências Biológicas",2001,"UFPR","Não participei",,,,0,"Não",1,0,"Sim","R, Excel ou similares","Certamente sim",7,"Aumento salarial e oportunidades mais promissoras.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola particular","Ensino médio profissionalizante (técnico)","Masculino",178,82,"26/12/1978","EMPRESARIO","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",1,"Curitiba","Carro/moto próprio",20,0,"Peixe","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Não",1,"Ciclismo, Musculação",30,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
"22/03/2022 19:14:36","UTFPR",,"Mestrado Acadêmico","Ciências Humanas",2001,"UTFPR","Não participei",,,,15,"Não",1,0,"Sim","Excel ou similares","Não sei ainda",7,"Aumento salarial e oportunidades mais promissoras.","Pelos professores que ministram/ministraram disciplinas da Transversal","Não","Não","Não","Totalmente em escola pública","Ensino médio profissionalizante (técnico)","Masculino",173,85,"21/06/1978","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",1,"Curitiba","Carro/moto próprio",45,0,"Não possuo","Violão, Guitarra","Facebook, Twitter, Instagram, Linkedin","Sim",5,"Caminhada, Corrida",25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",34
"22/03/2022 19:26:47","UFPR","SD - Saúde","Mestrado Acadêmico","Ciências Biológicas",2013,"Universidade Estadual de Londrina","Iniciação científica, Monitoria, Projeto de extensão",2020,,"UFPR",0,"CAPES",0,1,"Sim","Excel ou similares","Certamente sim",10,"Conseguir um emprego.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",164,67,"31/07/1991","autônoma","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",1,"Interior do Paraná","Carro/moto próprio",20,0,"Cachorro","Piano","Facebook, Instagram, Linkedin","Sim",2,"Musculação",32,"A da esquerda se chama Kiki, a da direita se chama Bouba.",26
"22/03/2022 20:31:40","UFPR","SD - Saúde","Mestrado Acadêmico","Ciências Biológicas",2006,"Unisul","Monitoria",,,,0,"Não",0,0,"Sim","Excel ou similares","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",168,90,"12/03/1982","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",2,"Curitiba","Carro/moto próprio",20,0,"Gato","Violão","Facebook, Linkedin","Não",0,"Nenhuma",30,"A da esquerda se chama Kiki, a da direita se chama Bouba.",42
"22/03/2022 20:50:30","UFPR","BL - Ciências Biológiccas","Doutorado","Ciências Biológicas",2019,"UNESP","Iniciação científica, Monitoria",2019,2021,"UFV",1,"CNPQ",2,3,"Sim","R, Excel ou similares, Sisvar","Certamente sim",10,"Conseguir um emprego.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",151,62,"19/08/1996","Bolsista em tempo integral","Com amigos",3,"Outro Estado","Bicicleta",10,0,"Cachorro","Não toco nenhum instrumento","Facebook, Instagram, Linkedin, Outras","Sim",6,"Caminhada, Corrida, Musculação, Muay Thai",26,"A da esquerda se chama Kiki, a da direita se chama Bouba.",29
"22/03/2022 21:20:18","IFPR",,"Mestrado Acadêmico","Ciências Humanas",2023,"IFPR - Umuarama (PR)","Não participei",,,,5,"Não",1,0,"Não","Nunca usei","Não sei ainda",8,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Secretaria do IFPR, por e-mail.","Não","Não","Não","Parte em escola pública, parte em particular","Ensino médio profissionalizante (técnico)","Feminino",165,62,"26/03/1966","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",2,"Outro Estado","Carro/moto próprio",20,0,"Cachorro","Não toco nenhum instrumento","Facebook","Sim",3,"Caminhada, Yoga",30,"A da esquerda se chama Kiki, a da direita se chama Bouba.",35
"22/03/2022 21:26:39","UFPR","SL - Litoral","Doutorado","Ciências Biológicas",2015,"UFPR","Não participei",2015,2017,"UFPR",1,"CAPES",1,0,"Sim","R, Statistica, Excel ou similares","Certamente sim",10,"Conseguir um emprego.","Site da UFPR ou instituição de origem","Não","Não","Não","Parte em escola pública, parte em particular","Ensino médio profissionalizante (técnico)","Feminino",165,70,"27/01/1990","Bolsista em tempo integral","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",1,"Outro Estado","Carro/moto próprio",30,0,"Cachorro","Não toco nenhum instrumento","Instagram","Não",0,"Nenhuma",25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",24
"22/03/2022 21:28:56","UNILA",,"Mestrado Acadêmico","Ciências Exatas",2021,"UNILA","Projeto de extensão",,,,0,"PROBIU",1,0,"Sim","Excel ou similares","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Email da UNILA","Não","Não","Não","Totalmente em escola pública","Ensino médio profissionalizante (técnico)","Masculino",176,87,"13/12/1998","Bolsista em tempo integral","Com outros familiares",1,"Outro País","Transporte público",40,0,"Cachorro","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Não",0,"Nenhuma",25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
"22/03/2022 21:53:35","UFPR","AG - Agrárias","Mestrado Profissional","Ciências Biológicas",2015,"UnC","Não participei",,,,0,"Não",1,0,"Não","Nunca usei","Certamente sim",10,"Aumento salarial e oportunidades mais promissoras.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio profissionalizante (técnico)","Masculino",167,90,"28/09/1989","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",3,"Outro Estado","Carro/moto próprio",0,0,"Cachorro","Não toco nenhum instrumento","Facebook, Instagram","Sim",5,"Caminhada",21,"A da esquerda se chama Kiki, a da direita se chama Bouba.",21
"22/03/2022 21:56:52","UFPR","JD - Jurídicas","Doutorado","Ciências Humanas",2008,"UNIFOR","Monitoria",2017,2018,"IDP",6,"Não",0,0,"Não","Nunca usei","Não sei ainda",2,"Aprimoramento pessoal.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Masculino",182,83,"27/02/1985","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",1,"Outro Estado","Carro/moto próprio",30,0,"Não possuo","Violão, Guitarra","Twitter, Instagram","Sim",3,"Calistenia",30,"A da esquerda se chama Kiki, a da direita se chama Bouba.",36
"22/03/2022 22:03:37","UNIOESTE",,"Mestrado Acadêmico","Ciências Biológicas",2015,"Unioeste","Iniciação científica, Empresa Júnior",,2023,,3,"Não",2,0,"Sim","R, Excel ou similares","Certamente sim",10,"Aumento salarial e oportunidades mais promissoras.","Secretaria do mestrado da Unioeste ","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",166,66,"08/09/1993","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",1,"Interior do Paraná","Transporte público",0,10,"Cachorro","Não toco nenhum instrumento","Facebook, Twitter, Google+, Instagram, Linkedin, Outras","Sim",2,"Pilates",29,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
"22/03/2022 22:08:53","UFPR","AG - Agrárias","Mestrado Acadêmico","Ciências Biológicas",2018,"FMU","Monitoria",,,,0,"Não",1,0,"Não","Nunca usei","Certamente sim",9,"Conseguir um emprego.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",158,65,"11/03/1983","Desempregada ","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",1,"Outro Estado","Carro/moto próprio",90,0,"Cachorro","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Sim",7,"Corrida, Musculação, Cross fit ",30,"A da esquerda se chama Bouba, a da direita se chama Kiki.",27
"22/03/2022 22:41:50","UFPR","AG - Agrárias","Doutorado","Ciências Biológicas",2016,"UFT","Iniciação científica, Monitoria",2017,2019,"UFPR",10,"CNPQ",2,0,"Sim","R, SPSS, Excel ou similares, Sisvar","Certamente sim",10,"Conseguir um emprego.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Masculino",183,92,"23/10/1992","Bolsista em tempo integral","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",1,"Outro Estado","A pé",30,0,"Não possuo","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Sim",3,"Caminhada, Musculação",40,"A da esquerda se chama Kiki, a da direita se chama Bouba.",29
"22/03/2022 22:59:09","UEPG",,"Mestrado Acadêmico","Ciências Biológicas",2012,"UNI-RN","Não participei",,,,1,"Não",1,0,"Sim","Excel ou similares","Certamente sim",10,"Conseguir um emprego."," UEPG","Não","Não","Não","Parte em escola pública, parte em particular","Ensino médio tradicional","Feminino",157,58,"01/08/1989","Trabalho por contrato","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",0,"Outro Estado","Bicicleta",10000,10,"Não possuo","Não toco nenhum instrumento","Instagram","Não",0,"Nenhuma",24,"A da esquerda se chama Bouba, a da direita se chama Kiki.",2
